Job,Skills/Keywords
Sales Operations Analyst - Channels,"Sales Operations Analyst, Sales, Business analytics, Data analytics, Interpersonal skills, Management, channel business, Business planning"
Security Analyst IAM,"Data analysis, AWS, Cloud, Computer science, Azure, IT Skills, Oracle, Excel"
Market Analyst,"data visualization, rs, Data collection, Public Relations, good with numbers, data collection, investor relations, Report writing, market analyst, Analytical skills, Economics, power bi, Life sciences, Writing skills, Business system, Pharma, secondary research, Excel, Market Research, product development, Analytical, operations, Investor Relations, public relations, with numbers, Healthcare, market research, with num, QlikView, analytical skills"
Market research analyst,"Consulting, Mining, Analytical, Cloud, Data collection, SAAS, Digital Marketing, IT Skills"
Finance Analyst ( MBA ),"Data Analysis, Customer Satisfaction, System Maintenance, Finance Analyst, Mis, Internal Communication, Business Operations, Financial Institutions"
Digital Marketing Analyst,"marketing interventionist, data studio, DIGITAL MARKETING, Crm Integration, google analytics, Spreadsheets, digital marketing, hotspot, hotspot data sync, Database Building, Mba Marketing, Marketing, Internet Research, digital media"
Energy Analyst,"Managed services, Analytical, HVAC, Data analysis, continuous integration, Computer proficiency, Report generation, Customer retention"
"Workday Analyst, HR (US Shift)","HRIS, problem solving, Workday, troubleshooting, production support, data management, Excel, analytical"
Analyst - Trading Settlements,"Subject Matter Expertise, Accounting, Process management, HP Data Protector, Trading Settlements Analyst, Data management, Accounts payable, Sap Is, MS Access, Finance, Trading Settlements, Excel, Data Management"
Analyst Cash Management,"Data analysis, Cash Management Analyst, data verification, Cash Management, administration"
Quality Control Analyst,"Business banking, Python, Publishing, Quality Assurance, data integrity, QMS, Trend analysis, Root cause analysis, RCA, Cash flow, Data mining, Workflow, IT Skills, Manager Quality Assurance, Quality Control Analyst"
OTBI BI Reporting Analyst,"HCM, Power BI, Cloud ERP, Data Warehousing, OTBI, SQL, Tableau, analytics"
Senior Python/Django/Flask Developer,"WebServer, Python, Django, flask, Machine Learning, Heroku, Data Science, MySQL"
Health Care Analyst - Global Markets,"Billing, Healthcare, Market research, Interpersonal skills, Business analysis, it transformation, Data modeling, healthcare operations"
Audit Analyst ( Automation ),"SAP, Javascript, VB, Data analysis, Manager Internal Audit, Automation, Data processing, Oracle"
Analyst Procurement (Electronics),"SAP, Analytical, Data analysis, ISO, Procurement, Supply chain, Senior Analyst, Support"
DealShare - Product Analyst|,"Data analytics, SPSS, Analytical skills, Adobe, Data collection, Product Analyst, Macros, SQL queries"
SEO Analyst,"Performance Metrics, Data Analysis, Interpersonal skills, SEO, Research, On Page, Data Mining, Structured Data, SEO Executive, Digital Marketing, Search Engine, Page, written, Featured Snippets, verbal communication, Keyword Research, Rich Snippets, Google Analytics, Digital Analytics, analytical, Content Management System, Competitive analysis, Content Writing, Keyword Discovery, SEO Analysis, Seo Analyst, Data Entry Operator, E-commerce, SEO Analyst"
Operations Analyst I,"data manipulation, Workflow, Unix, Operations Analyst, Data Quality, Client Support, Senior Management, Windows, Data Recovery, SQL, UNIX, MS Office, Excel, Analytical, Project Management, Data Manipulation, Operations, Technical Support, Manager Quality Control, Data analysis, NUIX, IPRO, Hardware Networking, Application Software, Data quality, Legal, Client support, Document review, Lotus, Project management"
"Sales Operations Analyst, II","Sales Operations Analyst, Analyst II, Data analysis, Sales, Sales operations, Data collection, communication, Sales Administrator"
Analyst Global Markets,"Billing, Healthcare, Market research, Interpersonal skills, Business analysis, it transformation, Data modeling, healthcare operations"
Analyst - Careers | ResearchFox,"Tools, Analytical, Email, Market research, Senior Analyst, Data mining, cxo, MS Office"
EDI Analyst,"SAN, EDI, Healthcare, FTP, Operations, Troubleshooting, data mapping, HRIS"
Revenue Operations Analyst,"Analytical, Sales process, Data analysis, Business process, Billing, Sales, Sales operations, CRO, Healthcare, Ticketing, Automation, Operations, microsoft, Process improvement, Project management"
Segmentation Analyst,"Big Data, Analytical, Healthcare, Power BI, Business system, Pharma, IT Skills, Tableau"
Credit Control Analyst,"Cloud Computing, written, MS office, verbal, Azure, communication, GST, Docker"
System Analyst,"Consulting, Analytical, USFDA, PHP, Entity framework, MVC, Data management, Outsourcing, Information management, GIT, Data processing, Application development, Cost, System Analyst, System design, SSRS"
Technology Market Analyst,"Provident fund, Manager Technology, Data analysis, Market Research Analyst, Market research, Industry research, Health insurance, Business Economics"
Reporting Analyst Power BI,"tableau, Power BI, R Python, SSIS, APIs, Microsoft BI, SQL, Excel"
L2 Analyst,"Order management, Billing, data integrity, Investigation, troubleshooting, impact analysis, root cause analysis, Reconciliation"
Cyber Security Awareness & Training Analyst,"Information security, Manager Technology, Data analysis, cyber security, Web development, Application support, Training, Infrastructure management"
Customer Research Analyst,"excel, PowerPoint, MS - Excel, Business system, Qualtrics, Pharma, communication, analytical"
Customer Experience Analyst,"Publishing, Business process, Healthcare, Customer support, Product engineering, Computer science, Data management, Operational excellence"
Business Analyst-Auto Finance Domain,"Lease Lifecycle Origination, auto industry, analysis, Business Analysis, agile methodology, presentation, communication, Auto Finance"
DHW Analyst,"Data Warehousing, Etl, Informatica, Hive, Spark, Hadoop"
Content Compliance Analyst Financial Products Marketplace,"Consulting, Compliance, Analytical, data science, management, financial products, Stakeholder management, Training"
Sr. Python- Django Developer,"Django, Front end, Debugging, HP data protector, GIT, Application programming, Agile, MySQL"
Talent Research Analyst,"Customer Experience, Sourcing, Data Analyst, Machine Learning, Hiring, Linkedin, Reporting Tools, User Experience"
Sales Analyst / Sales Quality Assurance,"Sfdc, Data Analysis, Cloud, Time Management, Sales Operations, Recruitment, Excel, Management Skills"
"Analyst,POS (Aloha,Square)","Test scripts, Accessories, Hospitality, Data collection, Management, Senior Analyst, Change management, Customer service"
Java Support Analyst,"Analytical, Core Java, J2EE, model, debugging, Hibernate, communication, Web Services"
HR Analyst/ Consultant,"Data Analysis, PowerPoint, Chat, Human Capital, Executive, analysis, Hr Strategy, Excel"
Database SQL Analyst,"Data extraction, Data validation, Microsoft SQL Server 2012, Monitoring, MS SQL, SQL database, sql analyst"
Workforce Quality Analyst,"Report writing, Data analysis, Analytical skills, Career development, Windows, Wellness, HP data protector, Time management"
Procurement Analyst,"PLM, Supplier development, Supply chain, Costing, Data management, Cost reduction, Process improvement, Supply chain management"
TMA_Lead analyst,"Analytical, Business intelligence, Data collection, Supply chain, Automation, Financial planning, Corporate finance, Project management"
Product Ops Analyst,"Data analysis, Supply chain, Analyst, Process operations, Defect management, Monitoring, Business process analysis, Excel"
HR Strategy & Solutions- Analyst/ Consultant,"Data Analysis, Administration, Human Capital, Executive, Hr Strategy, Hr Operations, Excel"
"St, Enterprisewide Prog/Analyst (Procure to Pay)","SAP Analyst, SAP MM, Procurement, Contract management, Inventory management, Computer science, Process automation, Data migration"
Trade and Customs Analyst,"Legal compliance, SAP, Analytical, Trade and Customs Analyst, data integrity, Procurement, Product management, Claims"
Sr . Python Developer,"Django, devops, data visualization, Front end, application architecture, SQL, Programming, Computer science, Debugging, GIT, Issue resolution, HP data protector, Linux, Testing tools, Backend"
Bioinformatics Analyst,"Manager Technology, biomedical, Data analysis, Medical imaging, Database, Analyst, Computer science, Pharma"
Analyst S & OP,"SAS, Supply chain, Analyst, Data mining, Automation, SQL, microsoft, Customer service"
Principal Finance Systems Analyst - Oracle PPM Cloud,"Implementation Support, Oracle SQL, ImageNow, Oracle PPM Cloud, Crystal Reports, Oracle Financials, Oracle Financials Cloud, SQL+"
Analyst IT Global Manufacturing MES,"Scheduling, Active directory, Ticketing, Data management, Troubleshooting, Helpdesk, LAN, Project management"
Supply Chain Optimization Analyst (Night Shift) - 5 To 8 yrs,"SAP, ERP System, Corrective Action, Product Specification, Perpetual Inventory, Supply Chain, Action Plan, Night Shift"
Customer Success Operations Analyst,"Analytical, BPO, Account management, Sales, Adobe, Project Management, Career development, operational support, project management, Data quality, Data management, Analytics, Automation, IT Skills, Change management, Operations Analyst"
Research Analyst Automotive Industry,"Market research, Infotainment, Data collection, German, Online research, Market intelligence, Telematics, Product planning"
Product Analyst ( P3 ),"Forecasting, Data analysis, Supply chain, Computer science, Data quality, Machine learning, SQL, Customer service"
Sr. Mainframe Dev,"Cobol, Automation testing, Db2, Software development life cycle, JCL, Design development, Functional testing, Test planning, Computer science, Cics, VSAM, FTP, Manager Quality Assurance, Application development"
Associate Software Engineer,"Javascript, Analytical, Backend, Data modeling, Web technologies, Version control, Service industry, Healthcare, Automation, GIT, Application programming, Data structures, Linux, Agile, Coding"
Sr . Consultant ( Airflow Support ),"Business services, Continuous improvement, Supply chain, Scheduling, Workflow, Change management, Troubleshooting, Operational excellence"
"Sr. Spec, Back-End Dev","Consulting, Continuous improvement, Backend, Test planning, Computer science, Workflow, Manager Quality Assurance, Application development, Coding"
"Sr. Spec, Front-End Dev","Consulting, Javascript, Test planning, Front end, Computer science, Workflow, Manager Quality Assurance, Coding"
Senior Consultant - Development,"microsoft azure, Computer science, Data warehousing, IT Skills, query, Azure, Data processing, Data modeling"
Senior - AIML,"Project Management, Strong Communication Skills, Cloud, Gcp, Stakeholder Management, Bi, Rfp, Aws"
Sr. Python Developer,"data structures, Python SDK, Python, requirements gathering, git, Veritas, debugging, software development, Apache, RDBMS, Computer science, Data management, Outsourcing, MS SQL, communication, Selenium"
MIS Executive and Business Analyst,"MIS Generation, Operations Executive, Billing, workforce management, Data Collection, Excel Dashboards, MIS Preparation, MIS Operations, MIS Reporting, Excel Sheet, dashboards, Dashboarding, macros, Conditional Formatting"
"Security Business Analyst, IT IPP, GSO","Information Security, Data Classification, Gap Analysis, IAM, Security Compliance, Incident Response, Structured Data Access Control"
