Job_Role,Company,Location,Skills/Description,Min Experience,Max Experience
"Business Intelligence Analyst, Climate Solutions",Morningstar,Mumbai,"Computer science, Data analysis, Manager Quality Assurance, Analytical, Postgresql, Business Intelligence Analyst, power bi, Research",6.0,9.0
Agile Business Analyst,Morgan Stanley,Mumbai,"Loans, Data analysis, Wealth management, Consulting, Cash management, Investment management, MS Office, Financial services",0.0,5.0
Business Analyst,Ameriprise Financial,Gurgaon/Gurugram,"Automation, Business Analyst, MS Access, Project management, MIS, Visio, Business intelligence, Data mining",5.0,7.0
Professional 1 Business Analyst,DXC Technology,Noida,"IT Skills, Java, J2EE, Software Development, Testing, Cloud, DevOps, Solution architecture",3.0,5.0
Business Systems Analyst 3,PayPal,Chennai,"Backend, Data management, Contract management, Manager Technology, Data processing, SCM, Operations, Information technology",2.0,5.0
Client Service Delivery Analyst,Intrado,"Nagercoil, Kanyakumari","Communication Skills, Web Research, Database Administration, Written Communication, Service Delivery, Web Technologies, Client Servicing, Data Analysis",0.0,2.0
Product Manager / Business Analyst,IHS Markit,Hyderabad/Secunderabad,"communication, data analytics, agile, SDLC, written, verbal, IT Skills, Software Development",2.0,4.0
Product Manager / Business Analyst,IHS Markit,Hyderabad/Secunderabad,"IT Skills, Software Development, Project Management, BPO, project management, electronic trading, PDF, Agile development",2.0,5.0
Business Analyst - Tableau,Red Hat,Pune,"IT Skills, Python, Tableau, SAP, Salesforce, Automation, Linux, Analytical",1.0,4.0
Market Research Executive / Analyst / Fresher - Ghaziabad(Vaishali),MARQUAL IT SOLUTIONS PRIVATE LIMITED,"Ghaziabad(Vaishali), Delhi / NCR","Industry Research, Online Research, Data Collection, Market Intelligence, research, Business Analysis, fresher, Secondary Research",0.0,1.0
Business Analyst,Ameriprise Financial,Noida,"operational support, Data management, Architecture, Business Analyst, Process improvement, Financial planning, Salesforce.com, End User Support",0.0,3.0
Regulatory Reporting - Business Analyst,BNP Paribas,Mumbai,"Retail Banking, Financial Reporting, Regulatory Reporting, Business Analyst, Accounting, Finance, System Testing, Basel Iii",6.0,9.0
"Business System Analyst, Customer Interaction Management Solutions",Google,Hyderabad/Secunderabad,"IT Skills, Testing, Product Management, Business System Analyst, Data analysis, Agile, Customer support, Forecasting",3.0,8.0
Python Developer,M/S Rahul Akole,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Python, analysis, computational algorithms, PySpark, Data engineering, SQL, data structures, Spark",3.0,8.0
Python Developer,M/S Rahul Akole,"Tirupati, Hyderabad/Secunderabad, Kakinada","Python, data structures, PySpark, computational algorithms, Spark, Data engineering, analysis, SQL",10.0,14.0
Senior Software Engineer/Lead Engineer - Product Development,SuccessR Hrtech Pvt Ltd,Bangalore/Bengaluru,"AWS, IT Skills, Java, Python, Software Development, Testing, Oracle, Big Data",0.0,2.0
SENIOR SOFTWARE ENGINEER/ LEAD ENGINEER,iQuanti,Bengaluru,"Computer science, RDBMS, MySQL, Agile, Data structures, Oracle, Troubleshooting, Analytics",0.0,2.0
Senior Software Engineer / Lead Engineer,iQuanti,Bengaluru,Software Engineer/Lead Engineer,3.0,5.0
TAX OPS BA / PM,Capco,Bangalore/Bengaluru,"Data analysis, Data management, agile project management, Diversity and Inclusion, Agile, Process re-engineering, Asset management, Stakeholder management",0.0,2.0
Junior Analyst - Bioinfogate,Clarivate,Chennai,"toxicology, Junior Analyst, Medicinal chemistry, Clinical trials, clinical development, Biochemistry, Archiving, Pharmacology",0.0,2.0
Junior Analyst,AdviserLogic,Mumbai,"Microsoft Excel, time management, Junior Analyst, Administration, Excel, Regulatory reporting, Finance, Manager Technology",0.0,1.0
Senior Associate-Business Analyst,CHANGE LEADERS CONSULTING,"Hyderabad/Secunderabad, Bangalore/Bengaluru","data visualisation, Python, SQL, excel, Big Data, Tableau, Machine Learning, Statistics",4.0,9.0
Junior Software Quality Analyst,Zinfi Software Systems Pvt. Ltd.,Kolkata,"SDLC, JMeter, Software testing, UFT, Microsoft Azure Dev, IT Skills, Testing, Azure",6.0,11.0
Junior Operations Analyst,Valtitude / Demand Planning Net,Pune,"Supply chain, SAN, Data analysis, French, SAS, Business analysis, Analytical, Internship",3.0,5.0
Junior Research Analyst,TechiesGroup IT Solution Pvt Ltd,Gwalior,"code, Junior Research Analyst, Deployment, mca, Data mining, MATLAB, Business Executive, Web technologies",5.0,10.0
"Lead Software Engineer (React, JAVAScript)",Beckman Coulter India Pvt Ltd,Bangalore/Bengaluru,"System architecture, Product engineering, Machine learning, Javascript, Agile, HTTP, Scrum, Unit testing",8.0,13.0
Lead Software Engineer ( Android ),Gojek,Bangalore/Bengaluru,"Root cause analysis, continuous integration, Automation, Backend, Architecture, Analytical, Debugging, Application security",5.0,7.0
Full Stack Scientist,SCIATIVE SOLUTIONS PRIVATE LIMITED,Navi Mumbai,"MVC frameworks, SQL, No-SQL databases, IT Skills, Data Science, Artificial Intelligence, Salesforce, Micros Services Architecture",1.0,2.0
Lead Software Engineer - Commerce Enablement,Gojek,Bangalore/Bengaluru,"Automation, NoSQL, Architecture, Data modeling, TDD, Postgresql, Agile, HTTP",5.0,7.0
Lead Software Engineer - Customer Platforms,Gojek,Bangalore/Bengaluru,"Automation, NoSQL, TDD, C2C, Analytical, Architectural design, Agile, System design",1.0,2.0
Senior Product Analytics Associate,Athenahealth,Bangalore/Bengaluru,"IT Skills, Python, Data Science, Product Management, Tableau, Power BI, Computer science, Data analysis",2.0,7.0
Associate Business Analyst,Uniphore,"Chennai, Bangalore/Bengaluru","Business Intelligence, Customer Service, Excel, Business Analyst, Business Analytics, Analytical Skills, Data Analysis, Voice",4.0,5.0
DMO Associate Analyst - Customer,PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,"SAP, Excel, data domain, Data management, Analytical, Microsoft applications, data governance, Workflow",3.0,6.0
Associate Market Analyst,IDC Corporate,Bangalore/Bengaluru,"IT Skills, Python, Quality Assurance, Cloud, Power BI, Data analysis, Automation, Manager Quality Assurance",4.0,9.0
AI Scientist,MI 10 HUMAN RESOURCES,Bangalore/Bengaluru,"Tensorflow, Algorithm Development, Artificial Intelligence, Hadoop, Neural Networks, Big Data, Machine Learning, Pytorch",2.0,3.0
Drug Safety Scientist I,Bioclinica,Mysore/Mysuru,"Reconciliation, MS Office tools, Healthcare, Workflow, Life sciences, Pharmacovigilance, Subject matter expertise, Application software",1.0,6.0
Clinical Research Scientist,Seven Consultancy,Delhi,"Training, Clinical research, data integrity, Monitoring, Recruitment",3.0,6.0
Robotics Scientist,Seven Consultancy (HR Solution),Chennai,"Staffing, Artificial Intelligence, Machine learning, Data collection, Electronics, Programming, Consultancy, Troubleshooting",2.0,3.0
AI Scientist,Accrete.AI,Mumbai,"Computer science, Automation, Data analysis, Information security, Analytical, Artificial Intelligence, Machine learning, Agile",2.0,7.0
Associate Product Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,"IT Skills, Python, Tableau, Product Analyst, Equity, Manager Technology, HTML, data visualization",5.0,10.0
Associate Professional Programmer Analyst,DXC Technology,Hyderabad/Secunderabad,"Computer science, Data analysis, Interpersonal skills, Manager Quality Assurance, Production support, Analytical, Debugging, Unit testing",1.0,4.0
Conservation Scientist,Wildlife Conservation Society,Hyderabad/Secunderabad,"GIS, Data analysis, Head Business Development, Environmental science, WCS, Focus, Biology, Research",3.0,5.0
Associate Product Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,"IT Skills, Python, Tableau, Product Analyst, Mobile phones, E-commerce, HTML, data visualization",3.0,5.0
Assistant Manager - Research Scientist,MCNROE CONSUMER PRODUCTS PVT LTD,Kolkata,"Formulation development, Usage, Claims, Quality inspection, Product placement, Product portfolio, Focus, Data collection",1.0,3.0
Associate Quantitative Analyst,Morningstar,Mumbai,"Visual Basic, Excel, data science, Structured finance, Cash flow, intex, User acceptance testing, Analytics",2.0,5.0
Associate Financial Analyst,EA Games (Electronic Arts),Hyderabad,"Publishing, Analytical, Financial planning, Consulting, Cost reduction, HTML, data integrity, Oracle",2.0,7.0
FORMULATION DEVELOPMENT RESEARCH SCIENTIST,Maximaa Proyurveda,Gujarat,"FND, Help Desk, Customer Service, data analysis, customer relationship, access controls, Telephony support, Asset Management",1.0,3.0
Artificial Intelligence Scientist,NEURALSIFT,Gurgaon,"Python, ML, AI, IT Skills, Data Science, Computer science, deep learning, Biotechnology",3.0,7.0
Associate - LPS Analyst,Pfizer,Chennai,"Operational excellence, Data management, MS Access, Analytical, Data quality, MS Office, Continuous improvement, Freight forwarding",1.0,3.0
Scientist - C ( Non - Medical ),National Lutheran Health & Medical Board,Shillong,"Supervisor, CVS, Data analysis, Sociology, Data collection, Healthcare, Principal Investigator, Research",3.0,6.0
Associate Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,"Data Science, R, Product Manager, Data Analysis, E - Commerce, Game Development, Python, Sql",4.0,9.0
Research Scientist,3B BlackBio Biotech India Ltd,Bhopal,"Medical devices, Data analysis, Diagnostics, Intellectual property, Healthcare, Oncology, Genetics, Molecular biology",3.0,6.0
Jr. Scientist/ Assistant Manager - R&D for Chemical Industry,Quality HR Services,Surat,"SAP, Chemical, Pharma, Assistant Manager R&D, Healthcare, Research, Petrochemical, Chromatography",4.0,9.0
Associate Professional Programmer Analyst,DXC Technology,Chennai,"databases, Communication, Analytical, IT Skills, Testing, Quality Assurance, Computer science, Data analysis",2.0,4.0
Associate HR Systems Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,"Payroll, Automation, Data validation, Leadership development, Coding, Fixed assets, Process improvement, Reconciliation",0.0,0.0
Operation Research Scientist,Aera Technology,Pune,"COIN, Gurobi, Linux, CPLEX, Python, AWS, Spark, IT Skills",2.0,5.0
Senior Machine Learning Engineer,Zilingo.com,Bangalore/Bengaluru,"Computer science, data science, Coding, cassandra, Machine learning, Data structures, private label, big data",4.0,8.0
Senior Software Engineer,referral,Bangalore/Bengaluru,"continuous integration, data science, Coding, spark, Analytical, Deployment, Troubleshooting, big data",3.0,7.0
Trainee-Freshers - Cyber Security Analyst/Cyber Security Engineer,Aficionado Technologies Pvt Ltd,"Singapore, Dubai, Bangalore/Bengaluru(BTM Layout)","Cloud Security, Cyber Security, Malware DoS, DDoS, Data Security, Data Privacy",3.0,8.0
Senior Business Analyst - Credit Risk Analytics,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","Data Analytics, SAS, communication, VBA, analytical, Excel, Data Insights Generation, Risk Analytics",1.0,3.0
Senior Analyst - Recruitment - BPO/ITeS,Serving Skill,Bangalore/Bengaluru,"Data Validation, Data collection, Supplier management, Recruitment, IT recruitment",1.0,4.0
Senior Analyst -Storytelling For one of the leading big four client,Anlage Infotech (I) Pvt. Ltd.,Remote,"storyteller, digital marketing, Data Visualization, Campaigns, Tableau, ETL, seo, insight generation",0.0,1.0
Business Analyst (CEO Office) - Chemical Engineering,PI Industries,"Vadodara, gujarat","Business Strategy, Chemical Engineering, Business Analysis, Data Analysis, Business Analytics, Pesticides, Process Improvement, Analyst",5.0,10.0
Senior Business Analyst - RPA + ML - KPO,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"SAS, Tableau, Qlik, Data Analytics, Machine Learning, Statistics, R Shiny, Analytics",0.0,3.0
Software Engineer II - iOS - Mobile Development,Uber,Bangalore/Bengaluru,"Product management, Computer science, Backend, Multithreading, GIT, Networking, Memory management, SDK",2.0,5.0
Software Engineer,ICF Consulting India Pvt Ltd,Bangalore/Bengaluru,"Java, CSS, HTML, Javascript",8.0,12.0
Automation Test Engineer,IBM,Bangalore/Bengaluru,"Coding, MySQL, Application development, Oracle, Troubleshooting, Data analysis, Selenium, Test cases",4.0,9.0
Digital - Datalakes - Software Engineer,FACTSET SYSTEMS INDIA PVT LTD,Hyderabad/Secunderabad,"IT Skills, Java, Python, Testing, Data Science, Cloud, Big Data, Automation",4.0,6.0
Digital_Senior Associate_Data Engineer Pyspark,PwC,Bangalore/Bengaluru,"Performance tuning, Leadership development, XML, Analytical, Postgresql, Process quality, Troubleshooting, Open source",3.0,6.0
Software Development Engineer IV,Flipkart,Bangalore/Bengaluru,"Product management, Computer science, Analytical, Machine learning, Distribution system, Process design, Project management, Information retrieval",4.0,5.0
Business Analyst - Performance Communication,Contact X India,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru","Data visualization, Brandwatch, Tableau, Talkwalker, Cision, PowerBI, Meltwater, B2B communications",3.0,6.0
ESW Application Engineer (PYTHON Developer),VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,"IT Skills, Python, Software Development, Selenium, Jenkins, Computer science, Automation, Data analysis",5.0,9.0
"Lead Analyst , GTM Commercial Operations",Zscaler Softech,Bangalore/Bengaluru,"Interpersonal skills, Business analytics, Commercial operations, Business planning, Silicon, Data analytics, Management, Lead Analyst",6.0,11.0
Lead Analyst,ResearchFox,Bengaluru,"Email, Analytical, Tools, Market research, cxo, MS Office, Data mining, Lead Analyst",4.0,6.0
"Lead Analyst , GTM Commercial Operations",cloudneeti,Bangalore/Bengaluru,"Interpersonal skills, Business analytics, Commercial operations, Business planning, Equity, Silicon, Data analytics, Management",6.0,9.0
Business Analyst,Successr HR Tech PVT LTD,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Business Analyst, Project/program management, Finance, Cloud, IT Business, data analysis/visualization, Microsoft Azure, AWS",4.0,6.0
Certified Business Analyst,Hucon Solutions,Bangalore/Bengaluru,"data analyst, Agile project experience. Good understanding and experience of the various Agile frameworks",0.0,5.0
Data Bricks,KP HR AND INFRA SERVICES,"Chandigarh, Pune, Mumbai (All Areas)","Azure Data bricks, Azure keyvalut, Azure Database Data bricks, Azure, Azure Data, Azure Analysis Services, Azure Data Factory, Pyspark",3.0,8.0
Lead - Web Business and Group Marketing/Senior Lead,Bajaj Finserv,Pune,"Data analysis, Front end, Web analytics, Data modeling, MIS, Data quality, QlikView, Analytics",3.0,5.0
